,Case Study,Scenario,Unit Process Name,Variable,Unit,Value,model,Metric
94,Carlsbad,TwoPassRO,coag_and_floc,Anionic_Polymer,kg/m3,0.0,Python,Waste Constituent
95,Carlsbad,TwoPassRO,coag_and_floc,Anionic_Polymer,kg,0.0,Python,Inlet Constituent Total Mass
96,Carlsbad,TwoPassRO,coag_and_floc,Anionic_Polymer,kg,0.0,Python,Outlet Constituent Total Mass
97,Carlsbad,TwoPassRO,coag_and_floc,Anionic_Polymer,kg,0.0,Python,Waste Constituent Total Mass
98,Carlsbad,TwoPassRO,coag_and_floc,Cationic_Polymer,kg/m3,0.0,Python,Inlet Constituent
99,Carlsbad,TwoPassRO,coag_and_floc,Cationic_Polymer,kg/m3,0.0,Python,Outlet Constituent
100,Carlsbad,TwoPassRO,coag_and_floc,Cationic_Polymer,kg/m3,0.0,Python,Waste Constituent
101,Carlsbad,TwoPassRO,coag_and_floc,Cationic_Polymer,kg,0.0,Python,Inlet Constituent Total Mass
102,Carlsbad,TwoPassRO,coag_and_floc,Cationic_Polymer,kg,0.0,Python,Outlet Constituent Total Mass
103,Carlsbad,TwoPassRO,coag_and_floc,Cationic_Polymer,kg,0.0,Python,Waste Constituent Total Mass
104,Carlsbad,TwoPassRO,coag_and_floc,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Inlet Constituent
105,Carlsbad,TwoPassRO,coag_and_floc,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Outlet Constituent
106,Carlsbad,TwoPassRO,coag_and_floc,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Waste Constituent
107,Carlsbad,TwoPassRO,coag_and_floc,Sulphuric_Acid_H2SO4,kg,0.0,Python,Inlet Constituent Total Mass
108,Carlsbad,TwoPassRO,coag_and_floc,Sulphuric_Acid_H2SO4,kg,0.0,Python,Outlet Constituent Total Mass
109,Carlsbad,TwoPassRO,coag_and_floc,Sulphuric_Acid_H2SO4,kg,0.0,Python,Waste Constituent Total Mass
110,Carlsbad,TwoPassRO,coag_and_floc,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Inlet Constituent
111,Carlsbad,TwoPassRO,coag_and_floc,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Outlet Constituent
112,Carlsbad,TwoPassRO,coag_and_floc,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Waste Constituent
113,Carlsbad,TwoPassRO,coag_and_floc,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Inlet Constituent Total Mass
114,Carlsbad,TwoPassRO,coag_and_floc,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Outlet Constituent Total Mass
115,Carlsbad,TwoPassRO,coag_and_floc,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Waste Constituent Total Mass
116,Carlsbad,TwoPassRO,coag_and_floc,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Inlet Constituent
117,Carlsbad,TwoPassRO,coag_and_floc,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Outlet Constituent
118,Carlsbad,TwoPassRO,coag_and_floc,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Waste Constituent
119,Carlsbad,TwoPassRO,coag_and_floc,Lime_Suspension_CaOH_2,kg,0.0,Python,Inlet Constituent Total Mass
120,Carlsbad,TwoPassRO,coag_and_floc,Lime_Suspension_CaOH_2,kg,0.0,Python,Outlet Constituent Total Mass
121,Carlsbad,TwoPassRO,coag_and_floc,Lime_Suspension_CaOH_2,kg,0.0,Python,Waste Constituent Total Mass
122,Carlsbad,TwoPassRO,tri_media_filtration,Fixed Capital Investment (FCI),$MM,12.751,Python,Cost
123,Carlsbad,TwoPassRO,tri_media_filtration,Land,$MM,0.019,Python,Cost
124,Carlsbad,TwoPassRO,tri_media_filtration,Working Capital,$MM,0.638,Python,Cost
125,Carlsbad,TwoPassRO,tri_media_filtration,Total Capital Investment (TCI),$MM,13.408,Python,Cost
126,Carlsbad,TwoPassRO,tri_media_filtration,Catalysts and Chemicals,$MM/yr,0.0,Python,Annual Cost
127,Carlsbad,TwoPassRO,tri_media_filtration,Electricity,$MM/yr,4.243,Python,Annual Cost
128,Carlsbad,TwoPassRO,tri_media_filtration,Other Operating,$MM/yr,0.0,Python,Annual Cost
129,Carlsbad,TwoPassRO,tri_media_filtration,Employee Salaries,$MM/yr,0.013,Python,Annual Cost
130,Carlsbad,TwoPassRO,tri_media_filtration,Benefits,$MM/yr,0.012,Python,Annual Cost
131,Carlsbad,TwoPassRO,tri_media_filtration,Maintenance,$MM/yr,0.102,Python,Annual Cost
132,Carlsbad,TwoPassRO,tri_media_filtration,Laboratory,$MM/yr,0.038,Python,Annual Cost
133,Carlsbad,TwoPassRO,tri_media_filtration,Insurance and Taxes,$MM/yr,0.026,Python,Annual Cost
134,Carlsbad,TwoPassRO,tri_media_filtration,Total Fixed Operating ,$MM/yr,0.191,Python,Annual Cost
135,Carlsbad,TwoPassRO,tri_media_filtration,Base Employee Salary,$MM/yr,0.012,Python,Annual Cost
136,Carlsbad,TwoPassRO,tri_media_filtration,Electricity consumption,kWh/m3,0.198,Python,Electricity
137,Carlsbad,TwoPassRO,tri_media_filtration,Total Unit Cost,$MM,17.842,Python,Cost
138,Carlsbad,TwoPassRO,tri_media_filtration,Inlet Water,m3/s,5.064,Python,Water Flow
139,Carlsbad,TwoPassRO,tri_media_filtration,Outlet Water,m3/s,4.558,Python,Water Flow
140,Carlsbad,TwoPassRO,tri_media_filtration,Waste Water,m3/s,0.506,Python,Water Flow
141,Carlsbad,TwoPassRO,tri_media_filtration,TDS,kg/m3,31.676,Python,Inlet Constituent
142,Carlsbad,TwoPassRO,tri_media_filtration,TDS,kg/m3,35.195,Python,Outlet Constituent
143,Carlsbad,TwoPassRO,tri_media_filtration,TDS,kg/m3,0.0,Python,Waste Constituent
144,Carlsbad,TwoPassRO,tri_media_filtration,TDS,kg,160.416,Python,Inlet Constituent Total Mass
145,Carlsbad,TwoPassRO,tri_media_filtration,TDS,kg,160.416,Python,Outlet Constituent Total Mass
146,Carlsbad,TwoPassRO,tri_media_filtration,TDS,kg,0.0,Python,Waste Constituent Total Mass
147,Carlsbad,TwoPassRO,tri_media_filtration,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Inlet Constituent
148,Carlsbad,TwoPassRO,tri_media_filtration,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Outlet Constituent
149,Carlsbad,TwoPassRO,tri_media_filtration,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Waste Constituent
150,Carlsbad,TwoPassRO,tri_media_filtration,Aluminum_Al2_SO4_3,kg,0.0,Python,Inlet Constituent Total Mass
151,Carlsbad,TwoPassRO,tri_media_filtration,Aluminum_Al2_SO4_3,kg,0.0,Python,Outlet Constituent Total Mass
152,Carlsbad,TwoPassRO,tri_media_filtration,Aluminum_Al2_SO4_3,kg,0.0,Python,Waste Constituent Total Mass
153,Carlsbad,TwoPassRO,tri_media_filtration,Anionic_Polymer,kg/m3,0.0,Python,Inlet Constituent
154,Carlsbad,TwoPassRO,tri_media_filtration,Anionic_Polymer,kg/m3,0.0,Python,Outlet Constituent
155,Carlsbad,TwoPassRO,tri_media_filtration,Anionic_Polymer,kg/m3,0.0,Python,Waste Constituent
156,Carlsbad,TwoPassRO,tri_media_filtration,Anionic_Polymer,kg,0.0,Python,Inlet Constituent Total Mass
157,Carlsbad,TwoPassRO,tri_media_filtration,Anionic_Polymer,kg,0.0,Python,Outlet Constituent Total Mass
158,Carlsbad,TwoPassRO,tri_media_filtration,Anionic_Polymer,kg,0.0,Python,Waste Constituent Total Mass
159,Carlsbad,TwoPassRO,tri_media_filtration,Cationic_Polymer,kg/m3,0.0,Python,Inlet Constituent
160,Carlsbad,TwoPassRO,tri_media_filtration,Cationic_Polymer,kg/m3,0.0,Python,Outlet Constituent
161,Carlsbad,TwoPassRO,tri_media_filtration,Cationic_Polymer,kg/m3,0.0,Python,Waste Constituent
162,Carlsbad,TwoPassRO,tri_media_filtration,Cationic_Polymer,kg,0.0,Python,Inlet Constituent Total Mass
163,Carlsbad,TwoPassRO,tri_media_filtration,Cationic_Polymer,kg,0.0,Python,Outlet Constituent Total Mass
164,Carlsbad,TwoPassRO,tri_media_filtration,Cationic_Polymer,kg,0.0,Python,Waste Constituent Total Mass
165,Carlsbad,TwoPassRO,tri_media_filtration,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Inlet Constituent
166,Carlsbad,TwoPassRO,tri_media_filtration,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Outlet Constituent
167,Carlsbad,TwoPassRO,tri_media_filtration,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Waste Constituent
168,Carlsbad,TwoPassRO,tri_media_filtration,Sulphuric_Acid_H2SO4,kg,0.0,Python,Inlet Constituent Total Mass
169,Carlsbad,TwoPassRO,tri_media_filtration,Sulphuric_Acid_H2SO4,kg,0.0,Python,Outlet Constituent Total Mass
170,Carlsbad,TwoPassRO,tri_media_filtration,Sulphuric_Acid_H2SO4,kg,0.0,Python,Waste Constituent Total Mass
171,Carlsbad,TwoPassRO,tri_media_filtration,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Inlet Constituent
172,Carlsbad,TwoPassRO,tri_media_filtration,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Outlet Constituent
173,Carlsbad,TwoPassRO,tri_media_filtration,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Waste Constituent
174,Carlsbad,TwoPassRO,tri_media_filtration,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Inlet Constituent Total Mass
175,Carlsbad,TwoPassRO,tri_media_filtration,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Outlet Constituent Total Mass
176,Carlsbad,TwoPassRO,tri_media_filtration,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Waste Constituent Total Mass
177,Carlsbad,TwoPassRO,tri_media_filtration,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Inlet Constituent
178,Carlsbad,TwoPassRO,tri_media_filtration,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Outlet Constituent
179,Carlsbad,TwoPassRO,tri_media_filtration,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Waste Constituent
180,Carlsbad,TwoPassRO,tri_media_filtration,Lime_Suspension_CaOH_2,kg,0.0,Python,Inlet Constituent Total Mass
181,Carlsbad,TwoPassRO,tri_media_filtration,Lime_Suspension_CaOH_2,kg,0.0,Python,Outlet Constituent Total Mass
182,Carlsbad,TwoPassRO,tri_media_filtration,Lime_Suspension_CaOH_2,kg,0.0,Python,Waste Constituent Total Mass
183,Carlsbad,TwoPassRO,sulfuric_acid_addition,Fixed Capital Investment (FCI),$MM,0.418,Python,Cost
184,Carlsbad,TwoPassRO,sulfuric_acid_addition,Land,$MM,0.001,Python,Cost
185,Carlsbad,TwoPassRO,sulfuric_acid_addition,Working Capital,$MM,0.021,Python,Cost
186,Carlsbad,TwoPassRO,sulfuric_acid_addition,Total Capital Investment (TCI),$MM,0.44,Python,Cost
187,Carlsbad,TwoPassRO,sulfuric_acid_addition,Catalysts and Chemicals,$MM/yr,0.25,Python,Annual Cost
188,Carlsbad,TwoPassRO,sulfuric_acid_addition,Electricity,$MM/yr,0.0,Python,Annual Cost
189,Carlsbad,TwoPassRO,sulfuric_acid_addition,Other Operating,$MM/yr,0.0,Python,Annual Cost
190,Carlsbad,TwoPassRO,sulfuric_acid_addition,Employee Salaries,$MM/yr,0.0,Python,Annual Cost
191,Carlsbad,TwoPassRO,sulfuric_acid_addition,Benefits,$MM/yr,0.0,Python,Annual Cost
192,Carlsbad,TwoPassRO,sulfuric_acid_addition,Maintenance,$MM/yr,0.003,Python,Annual Cost
193,Carlsbad,TwoPassRO,sulfuric_acid_addition,Laboratory,$MM/yr,0.001,Python,Annual Cost
194,Carlsbad,TwoPassRO,sulfuric_acid_addition,Insurance and Taxes,$MM/yr,0.001,Python,Annual Cost
195,Carlsbad,TwoPassRO,sulfuric_acid_addition,Total Fixed Operating ,$MM/yr,0.006,Python,Annual Cost
196,Carlsbad,TwoPassRO,sulfuric_acid_addition,Base Employee Salary,$MM/yr,0.0,Python,Annual Cost
197,Carlsbad,TwoPassRO,sulfuric_acid_addition,Electricity consumption,kWh/m3,0.0,Python,Electricity
198,Carlsbad,TwoPassRO,sulfuric_acid_addition,Total Unit Cost,$MM,0.696,Python,Cost
199,Carlsbad,TwoPassRO,sulfuric_acid_addition,Inlet Water,m3/s,4.558,Python,Water Flow
200,Carlsbad,TwoPassRO,sulfuric_acid_addition,Outlet Water,m3/s,4.558,Python,Water Flow
201,Carlsbad,TwoPassRO,sulfuric_acid_addition,Waste Water,m3/s,0.0,Python,Water Flow
202,Carlsbad,TwoPassRO,sulfuric_acid_addition,TDS,kg/m3,35.195,Python,Inlet Constituent
203,Carlsbad,TwoPassRO,sulfuric_acid_addition,TDS,kg/m3,35.196,Python,Outlet Constituent
204,Carlsbad,TwoPassRO,sulfuric_acid_addition,TDS,kg/m3,0.0,Python,Waste Constituent
205,Carlsbad,TwoPassRO,sulfuric_acid_addition,TDS,kg,160.416,Python,Inlet Constituent Total Mass
206,Carlsbad,TwoPassRO,sulfuric_acid_addition,TDS,kg,160.416,Python,Outlet Constituent Total Mass
207,Carlsbad,TwoPassRO,sulfuric_acid_addition,TDS,kg,0.0,Python,Waste Constituent Total Mass
208,Carlsbad,TwoPassRO,sulfuric_acid_addition,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Inlet Constituent
209,Carlsbad,TwoPassRO,sulfuric_acid_addition,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Outlet Constituent
210,Carlsbad,TwoPassRO,sulfuric_acid_addition,Aluminum_Al2_SO4_3,kg/m3,-0.0,Python,Waste Constituent
211,Carlsbad,TwoPassRO,sulfuric_acid_addition,Aluminum_Al2_SO4_3,kg,0.0,Python,Inlet Constituent Total Mass
212,Carlsbad,TwoPassRO,sulfuric_acid_addition,Aluminum_Al2_SO4_3,kg,0.0,Python,Outlet Constituent Total Mass
213,Carlsbad,TwoPassRO,sulfuric_acid_addition,Aluminum_Al2_SO4_3,kg,-0.0,Python,Waste Constituent Total Mass
214,Carlsbad,TwoPassRO,sulfuric_acid_addition,Anionic_Polymer,kg/m3,0.0,Python,Inlet Constituent
215,Carlsbad,TwoPassRO,sulfuric_acid_addition,Anionic_Polymer,kg/m3,0.0,Python,Outlet Constituent
216,Carlsbad,TwoPassRO,sulfuric_acid_addition,Anionic_Polymer,kg/m3,-0.0,Python,Waste Constituent
217,Carlsbad,TwoPassRO,sulfuric_acid_addition,Anionic_Polymer,kg,0.0,Python,Inlet Constituent Total Mass
218,Carlsbad,TwoPassRO,sulfuric_acid_addition,Anionic_Polymer,kg,0.0,Python,Outlet Constituent Total Mass
219,Carlsbad,TwoPassRO,sulfuric_acid_addition,Anionic_Polymer,kg,-0.0,Python,Waste Constituent Total Mass
220,Carlsbad,TwoPassRO,sulfuric_acid_addition,Cationic_Polymer,kg/m3,0.0,Python,Inlet Constituent
221,Carlsbad,TwoPassRO,sulfuric_acid_addition,Cationic_Polymer,kg/m3,0.0,Python,Outlet Constituent
222,Carlsbad,TwoPassRO,sulfuric_acid_addition,Cationic_Polymer,kg/m3,-0.0,Python,Waste Constituent
223,Carlsbad,TwoPassRO,sulfuric_acid_addition,Cationic_Polymer,kg,0.0,Python,Inlet Constituent Total Mass
224,Carlsbad,TwoPassRO,sulfuric_acid_addition,Cationic_Polymer,kg,0.0,Python,Outlet Constituent Total Mass
225,Carlsbad,TwoPassRO,sulfuric_acid_addition,Cationic_Polymer,kg,-0.0,Python,Waste Constituent Total Mass
226,Carlsbad,TwoPassRO,sulfuric_acid_addition,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Inlet Constituent
227,Carlsbad,TwoPassRO,sulfuric_acid_addition,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Outlet Constituent
228,Carlsbad,TwoPassRO,sulfuric_acid_addition,Sulphuric_Acid_H2SO4,kg/m3,-0.0,Python,Waste Constituent
229,Carlsbad,TwoPassRO,sulfuric_acid_addition,Sulphuric_Acid_H2SO4,kg,0.0,Python,Inlet Constituent Total Mass
230,Carlsbad,TwoPassRO,sulfuric_acid_addition,Sulphuric_Acid_H2SO4,kg,0.0,Python,Outlet Constituent Total Mass
231,Carlsbad,TwoPassRO,sulfuric_acid_addition,Sulphuric_Acid_H2SO4,kg,-0.0,Python,Waste Constituent Total Mass
232,Carlsbad,TwoPassRO,sulfuric_acid_addition,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Inlet Constituent
233,Carlsbad,TwoPassRO,sulfuric_acid_addition,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Outlet Constituent
234,Carlsbad,TwoPassRO,sulfuric_acid_addition,Sodium_Bisullfite_NaHSO3,kg/m3,-0.0,Python,Waste Constituent
235,Carlsbad,TwoPassRO,sulfuric_acid_addition,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Inlet Constituent Total Mass
236,Carlsbad,TwoPassRO,sulfuric_acid_addition,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Outlet Constituent Total Mass
237,Carlsbad,TwoPassRO,sulfuric_acid_addition,Sodium_Bisullfite_NaHSO3,kg,-0.0,Python,Waste Constituent Total Mass
238,Carlsbad,TwoPassRO,sulfuric_acid_addition,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Inlet Constituent
239,Carlsbad,TwoPassRO,sulfuric_acid_addition,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Outlet Constituent
240,Carlsbad,TwoPassRO,sulfuric_acid_addition,Lime_Suspension_CaOH_2,kg/m3,-0.0,Python,Waste Constituent
241,Carlsbad,TwoPassRO,sulfuric_acid_addition,Lime_Suspension_CaOH_2,kg,0.0,Python,Inlet Constituent Total Mass
242,Carlsbad,TwoPassRO,sulfuric_acid_addition,Lime_Suspension_CaOH_2,kg,0.0,Python,Outlet Constituent Total Mass
243,Carlsbad,TwoPassRO,sulfuric_acid_addition,Lime_Suspension_CaOH_2,kg,-0.0,Python,Waste Constituent Total Mass
244,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Fixed Capital Investment (FCI),$MM,0.419,Python,Cost
245,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Land,$MM,0.001,Python,Cost
246,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Working Capital,$MM,0.021,Python,Cost
247,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Total Capital Investment (TCI),$MM,0.44,Python,Cost
248,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Catalysts and Chemicals,$MM/yr,0.75,Python,Annual Cost
249,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Electricity,$MM/yr,0.0,Python,Annual Cost
250,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Other Operating,$MM/yr,0.0,Python,Annual Cost
251,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Employee Salaries,$MM/yr,0.0,Python,Annual Cost
252,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Benefits,$MM/yr,0.0,Python,Annual Cost
253,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Maintenance,$MM/yr,0.003,Python,Annual Cost
254,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Laboratory,$MM/yr,0.001,Python,Annual Cost
255,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Insurance and Taxes,$MM/yr,0.001,Python,Annual Cost
256,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Total Fixed Operating ,$MM/yr,0.006,Python,Annual Cost
257,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Base Employee Salary,$MM/yr,0.0,Python,Annual Cost
258,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Electricity consumption,kWh/m3,0.0,Python,Electricity
259,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Total Unit Cost,$MM,1.197,Python,Cost
260,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Inlet Water,m3/s,4.558,Python,Water Flow
261,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Outlet Water,m3/s,4.558,Python,Water Flow
262,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Waste Water,m3/s,0.0,Python,Water Flow
263,Carlsbad,TwoPassRO,sodium_bisulfite_addition,TDS,kg/m3,35.196,Python,Inlet Constituent
264,Carlsbad,TwoPassRO,sodium_bisulfite_addition,TDS,kg/m3,35.196,Python,Outlet Constituent
265,Carlsbad,TwoPassRO,sodium_bisulfite_addition,TDS,kg/m3,-0.0,Python,Waste Constituent
266,Carlsbad,TwoPassRO,sodium_bisulfite_addition,TDS,kg,160.416,Python,Inlet Constituent Total Mass
267,Carlsbad,TwoPassRO,sodium_bisulfite_addition,TDS,kg,160.416,Python,Outlet Constituent Total Mass
268,Carlsbad,TwoPassRO,sodium_bisulfite_addition,TDS,kg,-0.0,Python,Waste Constituent Total Mass
269,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Inlet Constituent
270,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Outlet Constituent
271,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Waste Constituent
272,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Aluminum_Al2_SO4_3,kg,0.0,Python,Inlet Constituent Total Mass
273,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Aluminum_Al2_SO4_3,kg,0.0,Python,Outlet Constituent Total Mass
274,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Aluminum_Al2_SO4_3,kg,0.0,Python,Waste Constituent Total Mass
275,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Anionic_Polymer,kg/m3,0.0,Python,Inlet Constituent
276,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Anionic_Polymer,kg/m3,0.0,Python,Outlet Constituent
277,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Anionic_Polymer,kg/m3,0.0,Python,Waste Constituent
278,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Anionic_Polymer,kg,0.0,Python,Inlet Constituent Total Mass
279,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Anionic_Polymer,kg,0.0,Python,Outlet Constituent Total Mass
280,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Anionic_Polymer,kg,0.0,Python,Waste Constituent Total Mass
281,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Cationic_Polymer,kg/m3,0.0,Python,Inlet Constituent
282,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Cationic_Polymer,kg/m3,0.0,Python,Outlet Constituent
283,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Cationic_Polymer,kg/m3,0.0,Python,Waste Constituent
284,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Cationic_Polymer,kg,0.0,Python,Inlet Constituent Total Mass
285,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Cationic_Polymer,kg,0.0,Python,Outlet Constituent Total Mass
286,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Cationic_Polymer,kg,0.0,Python,Waste Constituent Total Mass
287,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Inlet Constituent
288,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Outlet Constituent
289,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Waste Constituent
290,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Sulphuric_Acid_H2SO4,kg,0.0,Python,Inlet Constituent Total Mass
291,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Sulphuric_Acid_H2SO4,kg,0.0,Python,Outlet Constituent Total Mass
292,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Sulphuric_Acid_H2SO4,kg,0.0,Python,Waste Constituent Total Mass
293,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Inlet Constituent
294,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Outlet Constituent
295,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Waste Constituent
296,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Inlet Constituent Total Mass
297,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Outlet Constituent Total Mass
298,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Waste Constituent Total Mass
299,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Inlet Constituent
300,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Outlet Constituent
301,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Waste Constituent
302,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Lime_Suspension_CaOH_2,kg,0.0,Python,Inlet Constituent Total Mass
303,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Lime_Suspension_CaOH_2,kg,0.0,Python,Outlet Constituent Total Mass
304,Carlsbad,TwoPassRO,sodium_bisulfite_addition,Lime_Suspension_CaOH_2,kg,0.0,Python,Waste Constituent Total Mass
305,Carlsbad,TwoPassRO,cartridge_filtration,Fixed Capital Investment (FCI),$MM,11.987,Python,Cost
306,Carlsbad,TwoPassRO,cartridge_filtration,Land,$MM,0.018,Python,Cost
307,Carlsbad,TwoPassRO,cartridge_filtration,Working Capital,$MM,0.599,Python,Cost
308,Carlsbad,TwoPassRO,cartridge_filtration,Total Capital Investment (TCI),$MM,12.605,Python,Cost
309,Carlsbad,TwoPassRO,cartridge_filtration,Catalysts and Chemicals,$MM/yr,0.0,Python,Annual Cost
310,Carlsbad,TwoPassRO,cartridge_filtration,Electricity,$MM/yr,0.0,Python,Annual Cost
311,Carlsbad,TwoPassRO,cartridge_filtration,Other Operating,$MM/yr,0.0,Python,Annual Cost
312,Carlsbad,TwoPassRO,cartridge_filtration,Employee Salaries,$MM/yr,0.013,Python,Annual Cost
313,Carlsbad,TwoPassRO,cartridge_filtration,Benefits,$MM/yr,0.011,Python,Annual Cost
314,Carlsbad,TwoPassRO,cartridge_filtration,Maintenance,$MM/yr,0.096,Python,Annual Cost
315,Carlsbad,TwoPassRO,cartridge_filtration,Laboratory,$MM/yr,0.036,Python,Annual Cost
316,Carlsbad,TwoPassRO,cartridge_filtration,Insurance and Taxes,$MM/yr,0.024,Python,Annual Cost
317,Carlsbad,TwoPassRO,cartridge_filtration,Total Fixed Operating ,$MM/yr,0.18,Python,Annual Cost
318,Carlsbad,TwoPassRO,cartridge_filtration,Base Employee Salary,$MM/yr,0.011,Python,Annual Cost
319,Carlsbad,TwoPassRO,cartridge_filtration,Electricity consumption,kWh/m3,0.0,Python,Electricity
320,Carlsbad,TwoPassRO,cartridge_filtration,Total Unit Cost,$MM,12.785,Python,Cost
321,Carlsbad,TwoPassRO,cartridge_filtration,Inlet Water,m3/s,4.558,Python,Water Flow
322,Carlsbad,TwoPassRO,cartridge_filtration,Outlet Water,m3/s,4.558,Python,Water Flow
