case_study,units,calculation_type,unit_process,value,constituent,scenario,reference,ref,constituent_longform
uranium,kg/m3,fractional_constituent_removal,ro_deep,0.988924,bicarbonate_alkalinity_as_caco3,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
uranium,kg/m3,fractional_constituent_removal,ro_deep,0.988924,bromide,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
uranium,kg/m3,fractional_constituent_removal,ro_deep,0.988924,calcium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
uranium,kg/m3,fractional_constituent_removal,ro_deep,0.988924,chloride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
uranium,kg/m3,fractional_constituent_removal,ro_deep,0.988924,fluoride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
uranium,kg/m3,fractional_constituent_removal,ro_deep,0.988924,magnesium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
uranium,kg/m3,fractional_constituent_removal,ro_deep,0.988924,potassium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
uranium,kg/m3,fractional_constituent_removal,ro_deep,0.988924,silicon,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
uranium,kg/m3,fractional_constituent_removal,ro_deep,0.988924,sodium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
uranium,kg/m3,fractional_constituent_removal,ro_deep,0.988924,strontium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
uranium,kg/m3,fractional_constituent_removal,ro_deep,0.988924,sulfate,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
uranium,kg/m3,fractional_constituent_removal,ro_deep,0.988924,tds,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
uranium,kg/m3,fractional_constituent_removal,ro_deep,0.9,toc,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
uranium,kg/m3,fractional_constituent_removal,reverse_osmosis,0.988924,bicarbonate_alkalinity_as_caco3,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
uranium,kg/m3,fractional_constituent_removal,reverse_osmosis,0.988924,bromide,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
uranium,kg/m3,fractional_constituent_removal,reverse_osmosis,0.988924,calcium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
uranium,kg/m3,fractional_constituent_removal,reverse_osmosis,0.988924,chloride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
uranium,kg/m3,fractional_constituent_removal,reverse_osmosis,0.988924,fluoride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
uranium,kg/m3,fractional_constituent_removal,reverse_osmosis,0.988924,magnesium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
uranium,kg/m3,fractional_constituent_removal,reverse_osmosis,0.988924,potassium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
uranium,kg/m3,fractional_constituent_removal,reverse_osmosis,0.988924,silicon,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
uranium,kg/m3,fractional_constituent_removal,reverse_osmosis,0.988924,sodium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
uranium,kg/m3,fractional_constituent_removal,reverse_osmosis,0.988924,strontium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
uranium,kg/m3,fractional_constituent_removal,reverse_osmosis,0.988924,sulfate,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
uranium,kg/m3,fractional_constituent_removal,reverse_osmosis,0.988924,tds,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
uranium,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9,toc,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
uranium,kg/m3,fractional_constituent_removal,reverse_osmosis,0.999,tss,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
