CaseStudy,Reference,Scenario,Unit,Type,UnitName,ToUnitName,FromPort,Parameter
cherokee,nawi,zld_ct,evaporation_pond,treatment,evaporation_pond,filter_press,waste,"{'approach': 'wt3', 'evap_method': 'jensen', 'air_temp': 25, 'solar_rad': 25, 'area': 7, 'liner_thickness': 50, 'land_cost': 0, 'land_clearing_cost': 0, 'dike_height': 8}"
cherokee,nawi,zld_ct,passthrough,intake,city_water_intake,"anti_scalant_addition,cooling_tower_b","outlet,outlet","{'water_type': ['denver_city_water'], 'split_fraction': [0.5, 0.5]}"
cherokee,nawi,zld_ct,cooling_tower,treatment,cooling_tower_b,anti_scalant_addition,outlet,"{'method': 'make_up_mass_balance', 'cycles': 2}"
cherokee,nawi,zld_ct,anti_scalant_addition,treatment,anti_scalant_addition,media_filtration,outlet,{'dose': 5}
cherokee,nawi,zld_ct,media_filtration,treatment,media_filtration,gac_gravity,outlet,
cherokee,nawi,zld_ct,gac_gravity,treatment,gac_gravity,boiler_ro,outlet,{'ebct': 10}
cherokee,nawi,zld_ct,reverse_osmosis,treatment,boiler_ro,"mixed_bed_ax,coag_and_floc","outlet,waste",{'erd': 'no'}
cherokee,nawi,zld_ct,anion_exchange,treatment,mixed_bed_ax,"mixed_bed_cx,coag_and_floc","outlet,waste",
cherokee,nawi,zld_ct,cation_exchange,treatment,mixed_bed_cx,"treated_storage_b,coag_and_floc","outlet,waste",
cherokee,nawi,zld_ct,treated_storage,treatment,treated_storage_b,industrial,outlet,{'hours': 3}
cherokee,nawi,zld_ct,filter_press,treatment,filter_press,landfill_zld,outlet,"{'slurry_dry_solids': '1%', 'processing_time': 1}"
cherokee,nawi,zld_ct,landfill_zld,waste,landfill_zld,,,
cherokee,nawi,zld_ct,basic_unit,use,industrial,,,{'unit_process_name': 'industrial'}
cherokee,nawi,zld_ct,basic_unit,use,industrial_b,,,{'unit_process_name': 'industrial'}
,,,,,,,,
cherokee,nawi,zld_brine_conc,cooling_tower,intake,cooling_tower_a,coag_and_floc,outlet,"{'water_type': ['cherokee_ct_makeup'], 'method': 'make_up_mass_balance', 'cycles': 6}"
cherokee,nawi,zld_brine_conc,coag_and_floc,treatment,coag_and_floc,"clarifier,filter_press","outlet,waste","{'alum_dose' : 10, 'polymer_dose': 0.1}"
cherokee,nawi,zld_brine_conc,basic_unit,treatment,clarifier,"media_filtration_a,filter_press","outlet,waste",{'unit_process_name': 'clarifier'}
cherokee,nawi,zld_brine_conc,basic_unit,treatment,media_filtration_a,"brine_concentrator,filter_press","outlet,waste",{'unit_process_name': 'media_filtration'}
cherokee,nawi,zld_brine_conc,brine_concentrator,treatment,brine_concentrator,"treated_storage_a,evaporation_pond","outlet,waste",
cherokee,nawi,zld_brine_conc,treated_storage,treatment,treated_storage_a,industrial_b,outlet,{'hours': 12}
cherokee,nawi,zld_brine_conc,evaporation_pond,treatment,evaporation_pond,filter_press,waste,"{'approach': 'wt3', 'evap_method': 'jensen', 'air_temp': 25, 'solar_rad': 25, 'area': 7, 'liner_thickness': 50, 'land_cost': 0, 'land_clearing_cost': 0, 'dike_height': 8}"
cherokee,nawi,zld_brine_conc,passthrough,intake,city_water_intake,"anti_scalant_addition,cooling_tower_b","outlet,outlet","{'water_type': ['denver_city_water'], 'split_fraction': [0.5, 0.5]}"
cherokee,nawi,zld_brine_conc,cooling_tower,treatment,cooling_tower_b,anti_scalant_addition,outlet,"{'method': 'make_up_mass_balance', 'cycles': 2}"
cherokee,nawi,zld_brine_conc,anti_scalant_addition,treatment,anti_scalant_addition,media_filtration,outlet,{'dose': 5}
cherokee,nawi,zld_brine_conc,media_filtration,treatment,media_filtration,gac_gravity,outlet,
cherokee,nawi,zld_brine_conc,gac_gravity,treatment,gac_gravity,boiler_ro,outlet,{'ebct': 10}
cherokee,nawi,zld_brine_conc,reverse_osmosis,treatment,boiler_ro,"mixed_bed_ax,coag_and_floc","outlet,waste",{'erd': 'no'}
cherokee,nawi,zld_brine_conc,anion_exchange,treatment,mixed_bed_ax,"mixed_bed_cx,coag_and_floc","outlet,waste",
cherokee,nawi,zld_brine_conc,cation_exchange,treatment,mixed_bed_cx,"treated_storage,coag_and_floc","outlet,waste",
cherokee,nawi,zld_brine_conc,treated_storage,treatment,treated_storage,industrial,outlet,{'hours': 3}
cherokee,nawi,zld_brine_conc,filter_press,treatment,filter_press,landfill_zld,outlet,
cherokee,nawi,zld_brine_conc,landfill_zld,waste,landfill_zld,,,"{'slurry_dry_solids': '1%', 'processing_time': 1}"
cherokee,nawi,zld_brine_conc,basic_unit,use,industrial,,,{'unit_process_name': 'industrial'}
cherokee,nawi,zld_brine_conc,basic_unit,use,industrial_b,,,{'unit_process_name': 'industrial'}
,,,,,,,,
gila_river,nawi,baseline,cooling_tower,intake,cooling_tower,ph_adjustment,outlet,"{'water_type': ['gila_river_water'],'method': 'make_up_mass_balance', 'cycles': 8}"
gila_river,nawi,baseline,sulfuric_acid_addition,treatment,ph_adjustment,anti_scalant_addition,outlet,{'dose': 10}
gila_river,nawi,baseline,anti_scalant_addition,treatment,anti_scalant_addition,antifoam_emulsion,outlet,{'dose': 300}
gila_river,nawi,baseline,chemical_addition,treatment,antifoam_emulsion,cathodic_inhibitor,outlet,"{'chemical_name': 'Antifoam_Emulsion', 'dose': 0.1}"
gila_river,nawi,baseline,chemical_addition,treatment,cathodic_inhibitor,bc_feed_tank,outlet,"{'chemical_name': 'Cathodic_Inhibitor', 'dose': 10}"
gila_river,nawi,baseline,holding_tank,treatment,bc_feed_tank,"brine_concentrator,ultra_filtration","outlet,outlet","{'avg_storage_time': 12, 'surge_cap': 0.2, 'split_fraction': [0.9091, 0.0909]}"
gila_river,nawi,baseline,brine_concentrator,treatment,brine_concentrator,"mixed_bed_ax,evaporation_pond","outlet,waste",
gila_river,nawi,baseline,anion_exchange,treatment,mixed_bed_ax,"mixed_bed_cx,evaporation_pond","outlet,waste",
gila_river,nawi,baseline,cation_exchange,treatment,mixed_bed_cx,"industrial_a,evaporation_pond","outlet,waste",
gila_river,nawi,baseline,basic_unit,treatment,ultra_filtration,"reverse_osmosis,evaporation_pond","outlet,waste",{'unit_process_name': 'ultra_filtration'}
gila_river,nawi,baseline,reverse_osmosis,treatment,reverse_osmosis,"industrial_b,evaporation_pond","outlet,waste",{'erd': 'no'}
gila_river,nawi,baseline,evaporation_pond,treatment,evaporation_pond,landfill_zld,waste,"{'approach': 'wt3', 'evap_method': 'jensen', 'air_temp': 20, 'solar_rad': 25, 'area': 49}"
gila_river,nawi,baseline,basic_unit,use,industrial_a,,,{'unit_process_name': 'industrial'}
gila_river,nawi,baseline,basic_unit,use,industrial_b,,,{'unit_process_name': 'industrial'}
gila_river,nawi,baseline,landfill_zld,waste,landfill_zld,,,
,,,,,,,,
gila_river,nawi,both_brine,cooling_tower,intake,cooling_tower,ph_adjustment,outlet,"{'water_type': ['gila_river_water'],'method': 'make_up_mass_balance', 'cycles': 8}"
gila_river,nawi,both_brine,sulfuric_acid_addition,treatment,ph_adjustment,anti_scalant_addition,outlet,{'dose': 10}
gila_river,nawi,both_brine,anti_scalant_addition,treatment,anti_scalant_addition,antifoam_emulsion,outlet,{'dose': 300}
gila_river,nawi,both_brine,chemical_addition,treatment,antifoam_emulsion,cathodic_inhibitor,outlet,"{'chemical_name': 'Antifoam_Emulsion', 'dose': 0.1}"
gila_river,nawi,both_brine,chemical_addition,treatment,cathodic_inhibitor,bc_feed_tank,outlet,"{'chemical_name': 'Cathodic_Inhibitor', 'dose': 10}"
gila_river,nawi,both_brine,holding_tank,treatment,bc_feed_tank,"main_brine_concentrators,ultra_filtration","outlet,outlet","{'avg_storage_time': 12, 'surge_cap': 0.2, 'split_fraction': [0.9091, 0.0909]}"
gila_river,nawi,both_brine,brine_concentrator,treatment,main_brine_concentrators,"mixed_bed_ax,evaporation_pond","outlet,waste",
gila_river,nawi,both_brine,anion_exchange,treatment,mixed_bed_ax,"mixed_bed_cx,evaporation_pond","outlet,waste",
gila_river,nawi,both_brine,cation_exchange,treatment,mixed_bed_cx,"industrial_a,evaporation_pond","outlet,waste",
gila_river,nawi,both_brine,basic_unit,treatment,ultra_filtration,"zld_brine_concentrator,evaporation_pond","outlet,waste",{'unit_process_name': 'ultra_filtration'}
gila_river,nawi,both_brine,brine_concentrator,treatment,zld_brine_concentrator,"industrial_b,evaporation_pond","outlet,waste",
gila_river,nawi,both_brine,evaporation_pond,treatment,evaporation_pond,landfill_zld,waste,"{'approach': 'wt3', 'evap_method': 'jensen', 'air_temp': 20, 'solar_rad': 25}"
gila_river,nawi,both_brine,basic_unit,use,industrial_a,,,{'unit_process_name': 'industrial'}
gila_river,nawi,both_brine,basic_unit,use,industrial_b,,,{'unit_process_name': 'industrial'}
gila_river,nawi,both_brine,landfill_zld,waste,landfill_zld,,,
,,,,,,,,
gila_river,nawi,both_ro,cooling_tower,intake,cooling_tower,ph_adjustment,outlet,"{'water_type': ['gila_river_water'],'method': 'make_up_mass_balance', 'cycles': 8}"
gila_river,nawi,both_ro,sulfuric_acid_addition,treatment,ph_adjustment,anti_scalant_addition,outlet,{'dose': 10}
gila_river,nawi,both_ro,anti_scalant_addition,treatment,anti_scalant_addition,antifoam_emulsion,outlet,{'dose': 300}
gila_river,nawi,both_ro,chemical_addition,treatment,antifoam_emulsion,cathodic_inhibitor,outlet,"{'chemical_name': 'Antifoam_Emulsion', 'dose': 0.1}"
gila_river,nawi,both_ro,chemical_addition,treatment,cathodic_inhibitor,ro_feed_tank,outlet,"{'chemical_name': 'Cathodic_Inhibitor', 'dose': 10}"
gila_river,nawi,both_ro,holding_tank,treatment,ro_feed_tank,"reverse_osmosis_a,ultra_filtration","outlet,outlet","{'avg_storage_time': 12, 'surge_cap': 0.2, 'split_fraction': [0.9091, 0.0909]}"
gila_river,nawi,both_ro,reverse_osmosis,treatment,reverse_osmosis_a,"mixed_bed_ax,evaporation_pond","outlet,waste",{'erd': 'no'}
gila_river,nawi,both_ro,anion_exchange,treatment,mixed_bed_ax,"mixed_bed_cx,evaporation_pond","outlet,waste",
gila_river,nawi,both_ro,cation_exchange,treatment,mixed_bed_cx,"industrial_a,evaporation_pond","outlet,waste",
gila_river,nawi,both_ro,basic_unit,treatment,ultra_filtration,"reverse_osmosis,evaporation_pond","outlet,waste",{'unit_process_name': 'ultra_filtration'}
gila_river,nawi,both_ro,reverse_osmosis,treatment,reverse_osmosis,"industrial_b,evaporation_pond","outlet,waste",{'erd': 'no'}
gila_river,nawi,both_ro,evaporation_pond,treatment,evaporation_pond,landfill_zld,waste,"{'approach': 'wt3', 'evap_method': 'jensen', 'air_temp': 20, 'solar_rad': 25}"
gila_river,nawi,both_ro,basic_unit,use,industrial_a,,,{'unit_process_name': 'industrial'}
gila_river,nawi,both_ro,basic_unit,use,industrial_b,,,{'unit_process_name': 'industrial'}
gila_river,nawi,both_ro,landfill_zld,waste,landfill_zld,,,
,,,,,,,,"{'approach': 'wt3', 'evap_method': 'jensen', 'air_temp': 20, 'solar_rad': 25, 'area': 43.5}"
AGRICULTURE,,,,,,,,
,,,,,,,,
beef,nawi,baseline,basic_unit,intake,screen,"dissolved_air_flotation,sludge_tank","outlet,waste","{'water_type': ['beef_processing'], 'unit_process_name': 'screen'}"
beef,nawi,baseline,basic_unit,treatment,dissolved_air_flotation,"anaerobic_digestion_oxidation,sludge_tank","outlet,waste",{'unit_process_name': 'dissolved_air_flotation'}
beef,nawi,baseline,basic_unit,treatment,anaerobic_digestion_oxidation,"discharge,sludge_tank","outlet,waste",{'unit_process_name': 'anaerobic_digestion_oxidation'}
beef,nawi,baseline,basic_unit,use,discharge,,,{'unit_process_name': 'passthrough'}
beef,nawi,baseline,basic_unit,waste,sludge_tank,,,{'unit_process_name': 'sludge_tank'}
,,,,,,,,
monterey_one,nawi,baseline_disp,water_pumping_station,intake,water_pumping_station,coag_and_floc,outlet,"{'water_type': ['secondary_ww'], 'pump_type': 'raw', 'lift_height': 100}"
monterey_one,nawi,baseline_disp,coag_and_floc,treatment,coag_and_floc,"dual_media_filtration,landfill","outlet,waste","{'alum_dose' : 10, 'polymer_dose': 0.1}"
monterey_one,nawi,baseline_disp,basic_unit,treatment,dual_media_filtration,"chlorination,landfill","outlet,waste",{'unit_process_name': 'dual_media_filtration'}
monterey_one,nawi,baseline_disp,chlorination,treatment,chlorination,treated_storage,outlet,{'chemical_name': 'Chlorine'}
monterey_one,nawi,baseline_disp,treated_storage,treatment,treated_storage,intrusion_mitigation,outlet,{'hours': 24}
monterey_one,nawi,baseline_disp,basic_unit,use,intrusion_mitigation,,,{'unit_process_name': 'intrusion_mitigation'}
monterey_one,nawi,baseline_disp,landfill,waste,landfill,,,
,,,,,,,,
monterey_one,nawi,baseline,water_pumping_station,intake,water_pumping_station,coag_and_floc,outlet,"{'water_type': ['secondary_ww'], 'pump_type': 'raw', 'lift_height': 100}"
monterey_one,nawi,baseline,coag_and_floc,treatment,coag_and_floc,"dual_media_filtration,landfill","outlet,waste","{'alum_dose' : 10, 'polymer_dose': 0.1}"
monterey_one,nawi,baseline,basic_unit,treatment,dual_media_filtration,"chlorination,landfill","outlet,waste",{'unit_process_name': 'dual_media_filtration'}
monterey_one,nawi,baseline,chlorination,treatment,chlorination,treated_storage,outlet,{'chemical_name': 'Chlorine'}
monterey_one,nawi,baseline,treated_storage,treatment,treated_storage,intrusion_mitigation,outlet,{'hours': 24}
monterey_one,nawi,baseline,basic_unit,use,intrusion_mitigation,,,{'unit_process_name': 'intrusion_mitigation'}
monterey_one,nawi,baseline,landfill,waste,landfill,,,
,,,,,,,,
monterey_one,nawi,add_ro,water_pumping_station,intake,water_pumping_station,coag_and_floc,outlet,"{'water_type': ['secondary_ww'], 'pump_type': 'raw', 'lift_height': 100}"
monterey_one,nawi,add_ro,coag_and_floc,treatment,coag_and_floc,"dual_media_filtration,landfill","outlet,waste","{'alum_dose' : 10, 'polymer_dose': 0.1}"
monterey_one,nawi,add_ro,basic_unit,treatment,dual_media_filtration,"reverse_osmosis,landfill","outlet,waste",{'unit_process_name': 'dual_media_filtration'}
monterey_one,nawi,add_ro,reverse_osmosis,treatment,reverse_osmosis,"chlorination,landfill","outlet,waste",{'erd': 'no'}
monterey_one,nawi,add_ro,chlorination,treatment,chlorination,treated_storage,outlet,{'chemical_name': 'Chlorine'}
monterey_one,nawi,add_ro,treated_storage,treatment,treated_storage,intrusion_mitigation,outlet,{'hours': 24}
monterey_one,nawi,add_ro,basic_unit,use,intrusion_mitigation,,,{'unit_process_name': 'intrusion_mitigation'}
monterey_one,nawi,add_ro,landfill,waste,landfill,,,
,,,,,,,,
monterey_one,nawi,add_edr,water_pumping_station,intake,water_pumping_station,coag_and_floc,outlet,"{'water_type': ['secondary_ww'], 'pump_type': 'raw', 'lift_height': 100}"
monterey_one,nawi,add_edr,coag_and_floc,treatment,coag_and_floc,"dual_media_filtration,landfill","outlet,waste","{'alum_dose' : 10, 'polymer_dose': 0.1}"
monterey_one,nawi,add_edr,basic_unit,treatment,dual_media_filtration,"electrodialysis_reversal,landfill","outlet,waste",{'unit_process_name': 'dual_media_filtration'}
monterey_one,nawi,add_edr,electrodialysis_reversal,treatment,electrodialysis_reversal,"chlorination,landfill","outlet,waste",
monterey_one,nawi,add_edr,chlorination,treatment,chlorination,treated_storage,outlet,{'chemical_name': 'Chlorine'}
monterey_one,nawi,add_edr,treated_storage,treatment,treated_storage,intrusion_mitigation,outlet,{'hours': 24}
monterey_one,nawi,add_edr,basic_unit,use,intrusion_mitigation,,,{'unit_process_name': 'intrusion_mitigation'}
monterey_one,nawi,add_edr,landfill,waste,landfill,,,
,,,,,,,,
monterey_one,nawi,add_ix,water_pumping_station,intake,water_pumping_station,coag_and_floc,outlet,"{'water_type': ['secondary_ww'], 'pump_type': 'raw', 'lift_height': 10}"
monterey_one,nawi,add_ix,coag_and_floc,treatment,coag_and_floc,"dual_media_filtration,landfill","outlet,waste","{'alum_dose' : 10, 'polymer_dose': 0.1}"
monterey_one,nawi,add_ix,basic_unit,treatment,dual_media_filtration,"ion_exchange,landfill","outlet,waste",{'unit_process_name': 'dual_media_filtration'}
monterey_one,nawi,add_ix,anion_exchange_epa,treatment,ion_exchange,"chlorination,landfill","outlet,waste",{'tds_in': 15}
monterey_one,nawi,add_ix,chlorination,treatment,chlorination,treated_storage,outlet,{'chemical_name': 'Chlorine'}
monterey_one,nawi,add_ix,treated_storage,treatment,treated_storage,intrusion_mitigation,outlet,{'hours': 24}
monterey_one,nawi,add_ix,basic_unit,use,intrusion_mitigation,,,{'unit_process_name': 'intrusion_mitigation'}
monterey_one,nawi,add_ix,landfill,waste,landfill,,,
,,,,,,,,
san_luis,nawi,baseline,basic_unit,intake,feed_water_tank,drainage_sump_pump1,outlet,"{'water_type':['irrigation_and_drainage'], 'unit_process_name': 'feed_water_tank'}"
san_luis,nawi,baseline,basic_unit,treatment,drainage_sump_pump1,drainage_sump_pump2,outlet,{'unit_process_name': 'drainage_sump_pump1'}
san_luis,nawi,baseline,basic_unit,treatment,drainage_sump_pump2,raw_water_pump1,outlet,{'unit_process_name': 'drainage_sump_pump2'}
san_luis,nawi,baseline,basic_unit,treatment,raw_water_pump1,raw_water_pump2,outlet,{'unit_process_name': 'raw_water_pump1'}
san_luis,nawi,baseline,basic_unit,treatment,raw_water_pump2,sodium_hypochlorite_1,outlet,{'unit_process_name': 'raw_water_pump2'}
san_luis,nawi,baseline,chemical_addition,treatment,sodium_hypochlorite_1,molasses_addition,outlet,"{'chemical_name': 'Sodium Hypochlorite (NaOCl) (15%)', 'dose': 1}"
san_luis,nawi,baseline,chemical_addition,treatment,molasses_addition,glycerin_addition,outlet,"{'chemical_name': 'Molasses', 'dose': 5}"
san_luis,nawi,baseline,chemical_addition,treatment,glycerin_addition,hydrochloric_acid_addition_1,outlet,"{'chemical_name': 'Glycerin (C3H8O3)', 'dose': 4}"
san_luis,nawi,baseline,hydrochloric_acid_addition,treatment,hydrochloric_acid_addition_1,bioreactor_feed_pump,outlet,{'dose': 10}
san_luis,nawi,baseline,basic_unit,treatment,bioreactor_feed_pump,bioreactor_feed_pump_2,outlet,{'unit_process_name': 'bioreactor_feed_pump'}
san_luis,nawi,baseline,basic_unit,treatment,bioreactor_feed_pump_2,abmet_interstage_pump,outlet,{'unit_process_name': 'bioreactor_feed_pump'}
san_luis,nawi,baseline,basic_unit,treatment,abmet_interstage_pump,abmet_interstage_pump_2,outlet,{'unit_process_name': 'abmet_interstage_pump'}
san_luis,nawi,baseline,basic_unit,treatment,abmet_interstage_pump_2,abmet_intermediate_pump,outlet,{'unit_process_name': 'abmet_interstage_pump'}
san_luis,nawi,baseline,basic_unit,treatment,abmet_intermediate_pump,abmet_intermediate_pump_2,outlet,{'unit_process_name': 'abmet_intermediate_pump'}
san_luis,nawi,baseline,basic_unit,treatment,abmet_intermediate_pump_2,bioreactor,outlet,{'unit_process_name': 'abmet_intermediate_pump'}
san_luis,nawi,baseline,basic_unit,treatment,bioreactor,"bioreactor_effluent_pump,bioreactor_bw_pump","outlet,waste",{'unit_process_name': 'bioreactor'}
san_luis,nawi,baseline,basic_unit,treatment,bioreactor_effluent_pump,bioreactor_effluent_pump_2,outlet,{'unit_process_name': 'bioreactor_effluent_pump'}
san_luis,nawi,baseline,basic_unit,treatment,bioreactor_effluent_pump_2,sodium_hypochlorite_2,outlet,{'unit_process_name': 'bioreactor_effluent_pump'}
san_luis,nawi,baseline,basic_unit,treatment,bioreactor_bw_pump,"clarifier,clarifier_2","outlet,outlet","{'unit_process_name': 'bioreactor_bw_pump', 'split_fraction': [0.5, 0.5]}"
san_luis,nawi,baseline,basic_unit,treatment,clarifier,"sodium_hypochlorite_2,filter_press","outlet,waste",{'unit_process_name': 'clarifier'}
san_luis,nawi,baseline,basic_unit,treatment,clarifier_2,"sodium_hypochlorite_2,filter_press","outlet,waste",{'unit_process_name': 'clarifier'}
san_luis,nawi,baseline,basic_unit,treatment,filter_press,"sodium_hypochlorite_2,smp","outlet,waste",{'unit_process_name': 'microscreen_filtration'}
san_luis,nawi,baseline,chemical_addition,treatment,sodium_hypochlorite_2,uf_feed_pump,outlet,"{'chemical_name': 'Sodium Hypochlorite (NaOCl) (15%)', 'dose': 9.5}"
san_luis,nawi,baseline,basic_unit,treatment,uf_feed_pump,ultra_filtration,outlet,{'unit_process_name': 'uf_feed_pump'}
san_luis,nawi,baseline,basic_unit,treatment,ultra_filtration,"hydrochloric_acid_addition_2,smp","outlet,waste",{'unit_process_name': 'ultra_filtration'}
san_luis,nawi,baseline,hydrochloric_acid_addition,treatment,hydrochloric_acid_addition_2,sodium_bisulfite_addition,outlet,{'dose': 10}
san_luis,nawi,baseline,sodium_bisulfite_addition,treatment,sodium_bisulfite_addition,anti_scalant_addition,outlet,{'dose': 0.01}
san_luis,nawi,baseline,anti_scalant_addition,treatment,anti_scalant_addition,"lp_transfer_pump,lp_transfer_pump_2","outlet,outlet","{'dose': 5,'split_fraction': [0.5, 0.5]}"
san_luis,nawi,baseline,basic_unit,treatment,lp_transfer_pump,reverse_osmosis_1,outlet,{'unit_process_name': 'raw_water_pump1'}
san_luis,nawi,baseline,reverse_osmosis,treatment,reverse_osmosis_1,"agriculture,smp","outlet,waste",{'erd': 'no'}
san_luis,nawi,baseline,basic_unit,treatment,lp_transfer_pump_2,reverse_osmosis_2,outlet,{'unit_process_name': 'raw_water_pump2'}
san_luis,nawi,baseline,reverse_osmosis,treatment,reverse_osmosis_2,"agriculture,smp","outlet,waste",{'erd': 'no'}
san_luis,nawi,baseline,basic_unit,use,agriculture,,,{'unit_process_name': 'passthrough'}
san_luis,nawi,baseline,basic_unit,waste,smp,,,{'unit_process_name': 'smp'}
,,,,,,,,
san_luis,nawi,1p5_mgd,basic_unit,intake,feed_water_tank,drainage_sump_pump1,outlet,"{'water_type':['irrigation_and_drainage'], 'unit_process_name': 'feed_water_tank'}"
san_luis,nawi,1p5_mgd,basic_unit,treatment,drainage_sump_pump1,drainage_sump_pump2,outlet,{'unit_process_name': 'drainage_sump_pump1'}
san_luis,nawi,1p5_mgd,basic_unit,treatment,drainage_sump_pump2,raw_water_pump1,outlet,{'unit_process_name': 'drainage_sump_pump2'}
san_luis,nawi,1p5_mgd,basic_unit,treatment,raw_water_pump1,raw_water_pump2,outlet,{'unit_process_name': 'raw_water_pump1'}
san_luis,nawi,1p5_mgd,basic_unit,treatment,raw_water_pump2,sodium_hypochlorite_1,outlet,{'unit_process_name': 'raw_water_pump2'}
san_luis,nawi,1p5_mgd,chemical_addition,treatment,sodium_hypochlorite_1,molasses_addition,outlet,"{'chemical_name': 'Sodium Hypochlorite (NaOCl) (15%)', 'dose': 1}"
san_luis,nawi,1p5_mgd,chemical_addition,treatment,molasses_addition,glycerin_addition,outlet,"{'chemical_name': 'Molasses', 'dose': 5}"
san_luis,nawi,1p5_mgd,chemical_addition,treatment,glycerin_addition,hydrochloric_acid_addition_1,outlet,"{'chemical_name': 'Glycerin (C3H8O3)', 'dose': 4}"
san_luis,nawi,1p5_mgd,hydrochloric_acid_addition,treatment,hydrochloric_acid_addition_1,bioreactor_feed_pump,outlet,{'dose': 10}
san_luis,nawi,1p5_mgd,basic_unit,treatment,bioreactor_feed_pump,bioreactor_feed_pump_2,outlet,{'unit_process_name': 'bioreactor_feed_pump'}
san_luis,nawi,1p5_mgd,basic_unit,treatment,bioreactor_feed_pump_2,abmet_interstage_pump,outlet,{'unit_process_name': 'bioreactor_feed_pump'}
san_luis,nawi,1p5_mgd,basic_unit,treatment,abmet_interstage_pump,abmet_interstage_pump_2,outlet,{'unit_process_name': 'abmet_interstage_pump'}
san_luis,nawi,1p5_mgd,basic_unit,treatment,abmet_interstage_pump_2,abmet_intermediate_pump,outlet,{'unit_process_name': 'abmet_interstage_pump'}
san_luis,nawi,1p5_mgd,basic_unit,treatment,abmet_intermediate_pump,abmet_intermediate_pump_2,outlet,{'unit_process_name': 'abmet_intermediate_pump'}
san_luis,nawi,1p5_mgd,basic_unit,treatment,abmet_intermediate_pump_2,bioreactor,outlet,{'unit_process_name': 'abmet_intermediate_pump'}
san_luis,nawi,1p5_mgd,basic_unit,treatment,bioreactor,"bioreactor_effluent_pump,bioreactor_bw_pump","outlet,waste",{'unit_process_name': 'bioreactor'}
san_luis,nawi,1p5_mgd,basic_unit,treatment,bioreactor_effluent_pump,bioreactor_effluent_pump_2,outlet,{'unit_process_name': 'bioreactor_effluent_pump'}
san_luis,nawi,1p5_mgd,basic_unit,treatment,bioreactor_effluent_pump_2,sodium_hypochlorite_2,outlet,{'unit_process_name': 'bioreactor_effluent_pump'}
san_luis,nawi,1p5_mgd,basic_unit,treatment,bioreactor_bw_pump,"clarifier,clarifier_2","outlet,outlet","{'unit_process_name': 'bioreactor_bw_pump', 'split_fraction': [0.5, 0.5]}"
san_luis,nawi,1p5_mgd,basic_unit,treatment,clarifier,"sodium_hypochlorite_2,filter_press","outlet,waste",{'unit_process_name': 'clarifier'}
san_luis,nawi,1p5_mgd,basic_unit,treatment,clarifier_2,"sodium_hypochlorite_2,filter_press","outlet,waste",{'unit_process_name': 'clarifier'}
san_luis,nawi,1p5_mgd,basic_unit,treatment,filter_press,"sodium_hypochlorite_2,smp","outlet,waste",{'unit_process_name': 'microscreen_filtration'}
san_luis,nawi,1p5_mgd,chemical_addition,treatment,sodium_hypochlorite_2,uf_feed_pump,outlet,"{'chemical_name': 'Sodium Hypochlorite (NaOCl) (15%)', 'dose': 9.5}"
san_luis,nawi,1p5_mgd,basic_unit,treatment,uf_feed_pump,ultra_filtration,outlet,{'unit_process_name': 'uf_feed_pump'}
san_luis,nawi,1p5_mgd,basic_unit,treatment,ultra_filtration,"hydrochloric_acid_addition_2,smp","outlet,waste",{'unit_process_name': 'ultra_filtration'}
san_luis,nawi,1p5_mgd,hydrochloric_acid_addition,treatment,hydrochloric_acid_addition_2,sodium_bisulfite_addition,outlet,{'dose': 10}
san_luis,nawi,1p5_mgd,sodium_bisulfite_addition,treatment,sodium_bisulfite_addition,anti_scalant_addition,outlet,{'dose': 0.01}
san_luis,nawi,1p5_mgd,anti_scalant_addition,treatment,anti_scalant_addition,"lp_transfer_pump,lp_transfer_pump_2","outlet,outlet","{'dose': 5,'split_fraction': [0.5, 0.5]}"
san_luis,nawi,1p5_mgd,basic_unit,treatment,lp_transfer_pump,reverse_osmosis_1,outlet,{'unit_process_name': 'raw_water_pump1'}
san_luis,nawi,1p5_mgd,reverse_osmosis,treatment,reverse_osmosis_1,"agriculture,smp","outlet,waste",{'erd': 'no'}
san_luis,nawi,1p5_mgd,basic_unit,treatment,lp_transfer_pump_2,reverse_osmosis_2,outlet,{'unit_process_name': 'raw_water_pump2'}
san_luis,nawi,1p5_mgd,reverse_osmosis,treatment,reverse_osmosis_2,"agriculture,smp","outlet,waste",{'erd': 'no'}
san_luis,nawi,1p5_mgd,basic_unit,use,agriculture,,,{'unit_process_name': 'passthrough'}
san_luis,nawi,1p5_mgd,basic_unit,waste,smp,,,{'unit_process_name': 'smp'}
,,,,,,,,
san_luis,nawi,3_mgd,basic_unit,intake,feed_water_tank,drainage_sump_pump1,outlet,"{'water_type':['irrigation_and_drainage'], 'unit_process_name': 'feed_water_tank'}"
san_luis,nawi,3_mgd,basic_unit,treatment,drainage_sump_pump1,drainage_sump_pump2,outlet,{'unit_process_name': 'drainage_sump_pump1'}
san_luis,nawi,3_mgd,basic_unit,treatment,drainage_sump_pump2,raw_water_pump1,outlet,{'unit_process_name': 'drainage_sump_pump2'}
san_luis,nawi,3_mgd,basic_unit,treatment,raw_water_pump1,raw_water_pump2,outlet,{'unit_process_name': 'raw_water_pump1'}
