,Unit Process Name,Variable,Value,Metric,Unit,Case Study,Scenario
393,media_filtration,bromide,0.02,Inlet Constituent Total Mass,kg,santa_barbara,baseline
394,media_filtration,bromide,0.02,Outlet Constituent Total Mass,kg,santa_barbara,baseline
395,media_filtration,bromide,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
396,media_filtration,calcium,0.41,Inlet Constituent Density,kg/m3,santa_barbara,baseline
397,media_filtration,calcium,0.41,Outlet Constituent Density,kg/m3,santa_barbara,baseline
398,media_filtration,calcium,0.041,Waste Constituent Density,kg/m3,santa_barbara,baseline
399,media_filtration,calcium,0.127,Inlet Constituent Total Mass,kg,santa_barbara,baseline
400,media_filtration,calcium,0.127,Outlet Constituent Total Mass,kg,santa_barbara,baseline
401,media_filtration,calcium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
402,media_filtration,chloride,19.169,Inlet Constituent Density,kg/m3,santa_barbara,baseline
403,media_filtration,chloride,19.171,Outlet Constituent Density,kg/m3,santa_barbara,baseline
404,media_filtration,chloride,1.917,Waste Constituent Density,kg/m3,santa_barbara,baseline
405,media_filtration,chloride,5.925,Inlet Constituent Total Mass,kg,santa_barbara,baseline
406,media_filtration,chloride,5.925,Outlet Constituent Total Mass,kg,santa_barbara,baseline
407,media_filtration,chloride,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
408,media_filtration,magnesium,1.278,Inlet Constituent Density,kg/m3,santa_barbara,baseline
409,media_filtration,magnesium,1.279,Outlet Constituent Density,kg/m3,santa_barbara,baseline
410,media_filtration,magnesium,0.128,Waste Constituent Density,kg/m3,santa_barbara,baseline
411,media_filtration,magnesium,0.395,Inlet Constituent Total Mass,kg,santa_barbara,baseline
412,media_filtration,magnesium,0.395,Outlet Constituent Total Mass,kg,santa_barbara,baseline
413,media_filtration,magnesium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
414,media_filtration,potassium,0.395,Inlet Constituent Density,kg/m3,santa_barbara,baseline
415,media_filtration,potassium,0.395,Outlet Constituent Density,kg/m3,santa_barbara,baseline
416,media_filtration,potassium,0.04,Waste Constituent Density,kg/m3,santa_barbara,baseline
417,media_filtration,potassium,0.122,Inlet Constituent Total Mass,kg,santa_barbara,baseline
418,media_filtration,potassium,0.122,Outlet Constituent Total Mass,kg,santa_barbara,baseline
419,media_filtration,potassium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
420,media_filtration,sodium,10.683,Inlet Constituent Density,kg/m3,santa_barbara,baseline
421,media_filtration,sodium,10.684,Outlet Constituent Density,kg/m3,santa_barbara,baseline
422,media_filtration,sodium,1.068,Waste Constituent Density,kg/m3,santa_barbara,baseline
423,media_filtration,sodium,3.302,Inlet Constituent Total Mass,kg,santa_barbara,baseline
424,media_filtration,sodium,3.302,Outlet Constituent Total Mass,kg,santa_barbara,baseline
425,media_filtration,sodium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
426,media_filtration,strontium,0.001,Inlet Constituent Density,kg/m3,santa_barbara,baseline
427,media_filtration,strontium,0.001,Outlet Constituent Density,kg/m3,santa_barbara,baseline
428,media_filtration,strontium,0.0,Waste Constituent Density,kg/m3,santa_barbara,baseline
429,media_filtration,strontium,0.0,Inlet Constituent Total Mass,kg,santa_barbara,baseline
430,media_filtration,strontium,0.0,Outlet Constituent Total Mass,kg,santa_barbara,baseline
431,media_filtration,strontium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
432,media_filtration,sulfate,2.681,Inlet Constituent Density,kg/m3,santa_barbara,baseline
433,media_filtration,sulfate,2.681,Outlet Constituent Density,kg/m3,santa_barbara,baseline
434,media_filtration,sulfate,0.268,Waste Constituent Density,kg/m3,santa_barbara,baseline
435,media_filtration,sulfate,0.829,Inlet Constituent Total Mass,kg,santa_barbara,baseline
436,media_filtration,sulfate,0.829,Outlet Constituent Total Mass,kg,santa_barbara,baseline
437,media_filtration,sulfate,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
438,media_filtration,tds,35.013,Inlet Constituent Density,kg/m3,santa_barbara,baseline
439,media_filtration,tds,35.016,Outlet Constituent Density,kg/m3,santa_barbara,baseline
440,media_filtration,tds,3.501,Waste Constituent Density,kg/m3,santa_barbara,baseline
441,media_filtration,tds,10.822,Inlet Constituent Total Mass,kg,santa_barbara,baseline
442,media_filtration,tds,10.821,Outlet Constituent Total Mass,kg,santa_barbara,baseline
443,media_filtration,tds,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
444,anti_scalant_addition,Electricity Intensity,0.0,Electricity,kwh/m3,santa_barbara,baseline
448,anti_scalant_addition,Total Capital Investment (TCI),0.068,Cost,$MM,santa_barbara,baseline
449,anti_scalant_addition,Catalysts and Chemicals,0.247,Annual Cost,$MM/yr,santa_barbara,baseline
450,anti_scalant_addition,Electricity,0.0,Annual Cost,$MM/yr,santa_barbara,baseline
451,anti_scalant_addition,Other Variable Operating,0.0,Annual Cost,$MM/yr,santa_barbara,baseline
457,anti_scalant_addition,Fixed Operating,0.001,Annual Cost,$MM/yr,santa_barbara,baseline
460,anti_scalant_addition,Annual O&M Costs,0.248,Annual Cost,$MM/yr,santa_barbara,baseline
461,anti_scalant_addition,Inlet Water,0.309,Water Flow,m3/s,santa_barbara,baseline
462,anti_scalant_addition,Outlet Water,0.309,Water Flow,m3/s,santa_barbara,baseline
463,anti_scalant_addition,Waste Water,0.0,Water Flow,m3/s,santa_barbara,baseline
464,anti_scalant_addition,bromide,0.066,Inlet Constituent Density,kg/m3,santa_barbara,baseline
465,anti_scalant_addition,bromide,0.066,Outlet Constituent Density,kg/m3,santa_barbara,baseline
466,anti_scalant_addition,bromide,0.007,Waste Constituent Density,kg/m3,santa_barbara,baseline
467,anti_scalant_addition,bromide,0.02,Inlet Constituent Total Mass,kg,santa_barbara,baseline
468,anti_scalant_addition,bromide,0.02,Outlet Constituent Total Mass,kg,santa_barbara,baseline
469,anti_scalant_addition,bromide,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
470,anti_scalant_addition,calcium,0.41,Inlet Constituent Density,kg/m3,santa_barbara,baseline
471,anti_scalant_addition,calcium,0.41,Outlet Constituent Density,kg/m3,santa_barbara,baseline
472,anti_scalant_addition,calcium,0.041,Waste Constituent Density,kg/m3,santa_barbara,baseline
473,anti_scalant_addition,calcium,0.127,Inlet Constituent Total Mass,kg,santa_barbara,baseline
474,anti_scalant_addition,calcium,0.127,Outlet Constituent Total Mass,kg,santa_barbara,baseline
475,anti_scalant_addition,calcium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
476,anti_scalant_addition,chloride,19.171,Inlet Constituent Density,kg/m3,santa_barbara,baseline
477,anti_scalant_addition,chloride,19.172,Outlet Constituent Density,kg/m3,santa_barbara,baseline
478,anti_scalant_addition,chloride,1.917,Waste Constituent Density,kg/m3,santa_barbara,baseline
479,anti_scalant_addition,chloride,5.925,Inlet Constituent Total Mass,kg,santa_barbara,baseline
480,anti_scalant_addition,chloride,5.925,Outlet Constituent Total Mass,kg,santa_barbara,baseline
481,anti_scalant_addition,chloride,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
482,anti_scalant_addition,magnesium,1.279,Inlet Constituent Density,kg/m3,santa_barbara,baseline
483,anti_scalant_addition,magnesium,1.279,Outlet Constituent Density,kg/m3,santa_barbara,baseline
484,anti_scalant_addition,magnesium,0.128,Waste Constituent Density,kg/m3,santa_barbara,baseline
485,anti_scalant_addition,magnesium,0.395,Inlet Constituent Total Mass,kg,santa_barbara,baseline
486,anti_scalant_addition,magnesium,0.395,Outlet Constituent Total Mass,kg,santa_barbara,baseline
487,anti_scalant_addition,magnesium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
488,anti_scalant_addition,potassium,0.395,Inlet Constituent Density,kg/m3,santa_barbara,baseline
489,anti_scalant_addition,potassium,0.396,Outlet Constituent Density,kg/m3,santa_barbara,baseline
490,anti_scalant_addition,potassium,0.04,Waste Constituent Density,kg/m3,santa_barbara,baseline
491,anti_scalant_addition,potassium,0.122,Inlet Constituent Total Mass,kg,santa_barbara,baseline
492,anti_scalant_addition,potassium,0.122,Outlet Constituent Total Mass,kg,santa_barbara,baseline
493,anti_scalant_addition,potassium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
494,anti_scalant_addition,sodium,10.684,Inlet Constituent Density,kg/m3,santa_barbara,baseline
495,anti_scalant_addition,sodium,10.685,Outlet Constituent Density,kg/m3,santa_barbara,baseline
496,anti_scalant_addition,sodium,1.068,Waste Constituent Density,kg/m3,santa_barbara,baseline
497,anti_scalant_addition,sodium,3.302,Inlet Constituent Total Mass,kg,santa_barbara,baseline
498,anti_scalant_addition,sodium,3.302,Outlet Constituent Total Mass,kg,santa_barbara,baseline
499,anti_scalant_addition,sodium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
500,anti_scalant_addition,strontium,0.001,Inlet Constituent Density,kg/m3,santa_barbara,baseline
501,anti_scalant_addition,strontium,0.001,Outlet Constituent Density,kg/m3,santa_barbara,baseline
502,anti_scalant_addition,strontium,0.0,Waste Constituent Density,kg/m3,santa_barbara,baseline
503,anti_scalant_addition,strontium,0.0,Inlet Constituent Total Mass,kg,santa_barbara,baseline
504,anti_scalant_addition,strontium,0.0,Outlet Constituent Total Mass,kg,santa_barbara,baseline
505,anti_scalant_addition,strontium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
506,anti_scalant_addition,sulfate,2.681,Inlet Constituent Density,kg/m3,santa_barbara,baseline
507,anti_scalant_addition,sulfate,2.681,Outlet Constituent Density,kg/m3,santa_barbara,baseline
508,anti_scalant_addition,sulfate,0.268,Waste Constituent Density,kg/m3,santa_barbara,baseline
509,anti_scalant_addition,sulfate,0.829,Inlet Constituent Total Mass,kg,santa_barbara,baseline
510,anti_scalant_addition,sulfate,0.829,Outlet Constituent Total Mass,kg,santa_barbara,baseline
511,anti_scalant_addition,sulfate,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
512,anti_scalant_addition,tds,35.016,Inlet Constituent Density,kg/m3,santa_barbara,baseline
513,anti_scalant_addition,tds,35.019,Outlet Constituent Density,kg/m3,santa_barbara,baseline
514,anti_scalant_addition,tds,3.502,Waste Constituent Density,kg/m3,santa_barbara,baseline
515,anti_scalant_addition,tds,10.821,Inlet Constituent Total Mass,kg,santa_barbara,baseline
516,anti_scalant_addition,tds,10.821,Outlet Constituent Total Mass,kg,santa_barbara,baseline
517,anti_scalant_addition,tds,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
518,cartridge_filtration,Electricity Intensity,0.0,Electricity,kwh/m3,santa_barbara,baseline
522,cartridge_filtration,Total Capital Investment (TCI),2.603,Cost,$MM,santa_barbara,baseline
523,cartridge_filtration,Catalysts and Chemicals,0.0,Annual Cost,$MM/yr,santa_barbara,baseline
524,cartridge_filtration,Electricity,0.0,Annual Cost,$MM/yr,santa_barbara,baseline
525,cartridge_filtration,Other Variable Operating,0.0,Annual Cost,$MM/yr,santa_barbara,baseline
531,cartridge_filtration,Fixed Operating,0.035,Annual Cost,$MM/yr,santa_barbara,baseline
534,cartridge_filtration,Annual O&M Costs,0.035,Annual Cost,$MM/yr,santa_barbara,baseline
535,cartridge_filtration,Inlet Water,0.309,Water Flow,m3/s,santa_barbara,baseline
536,cartridge_filtration,Outlet Water,0.309,Water Flow,m3/s,santa_barbara,baseline
537,cartridge_filtration,Waste Water,0.0,Water Flow,m3/s,santa_barbara,baseline
538,cartridge_filtration,bromide,0.066,Inlet Constituent Density,kg/m3,santa_barbara,baseline
539,cartridge_filtration,bromide,0.066,Outlet Constituent Density,kg/m3,santa_barbara,baseline
540,cartridge_filtration,bromide,0.007,Waste Constituent Density,kg/m3,santa_barbara,baseline
541,cartridge_filtration,bromide,0.02,Inlet Constituent Total Mass,kg,santa_barbara,baseline
542,cartridge_filtration,bromide,0.02,Outlet Constituent Total Mass,kg,santa_barbara,baseline
543,cartridge_filtration,bromide,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
544,cartridge_filtration,calcium,0.41,Inlet Constituent Density,kg/m3,santa_barbara,baseline
545,cartridge_filtration,calcium,0.41,Outlet Constituent Density,kg/m3,santa_barbara,baseline
546,cartridge_filtration,calcium,0.041,Waste Constituent Density,kg/m3,santa_barbara,baseline
547,cartridge_filtration,calcium,0.127,Inlet Constituent Total Mass,kg,santa_barbara,baseline
548,cartridge_filtration,calcium,0.127,Outlet Constituent Total Mass,kg,santa_barbara,baseline
549,cartridge_filtration,calcium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
550,cartridge_filtration,chloride,19.172,Inlet Constituent Density,kg/m3,santa_barbara,baseline
551,cartridge_filtration,chloride,19.174,Outlet Constituent Density,kg/m3,santa_barbara,baseline
552,cartridge_filtration,chloride,1.917,Waste Constituent Density,kg/m3,santa_barbara,baseline
553,cartridge_filtration,chloride,5.925,Inlet Constituent Total Mass,kg,santa_barbara,baseline
554,cartridge_filtration,chloride,5.924,Outlet Constituent Total Mass,kg,santa_barbara,baseline
555,cartridge_filtration,chloride,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
556,cartridge_filtration,magnesium,1.279,Inlet Constituent Density,kg/m3,santa_barbara,baseline
557,cartridge_filtration,magnesium,1.279,Outlet Constituent Density,kg/m3,santa_barbara,baseline
558,cartridge_filtration,magnesium,0.128,Waste Constituent Density,kg/m3,santa_barbara,baseline
559,cartridge_filtration,magnesium,0.395,Inlet Constituent Total Mass,kg,santa_barbara,baseline
560,cartridge_filtration,magnesium,0.395,Outlet Constituent Total Mass,kg,santa_barbara,baseline
561,cartridge_filtration,magnesium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
562,cartridge_filtration,potassium,0.396,Inlet Constituent Density,kg/m3,santa_barbara,baseline
563,cartridge_filtration,potassium,0.396,Outlet Constituent Density,kg/m3,santa_barbara,baseline
564,cartridge_filtration,potassium,0.04,Waste Constituent Density,kg/m3,santa_barbara,baseline
565,cartridge_filtration,potassium,0.122,Inlet Constituent Total Mass,kg,santa_barbara,baseline
566,cartridge_filtration,potassium,0.122,Outlet Constituent Total Mass,kg,santa_barbara,baseline
567,cartridge_filtration,potassium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
568,cartridge_filtration,sodium,10.685,Inlet Constituent Density,kg/m3,santa_barbara,baseline
569,cartridge_filtration,sodium,10.686,Outlet Constituent Density,kg/m3,santa_barbara,baseline
570,cartridge_filtration,sodium,1.068,Waste Constituent Density,kg/m3,santa_barbara,baseline
571,cartridge_filtration,sodium,3.302,Inlet Constituent Total Mass,kg,santa_barbara,baseline
572,cartridge_filtration,sodium,3.302,Outlet Constituent Total Mass,kg,santa_barbara,baseline
573,cartridge_filtration,sodium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
574,cartridge_filtration,strontium,0.001,Inlet Constituent Density,kg/m3,santa_barbara,baseline
575,cartridge_filtration,strontium,0.001,Outlet Constituent Density,kg/m3,santa_barbara,baseline
576,cartridge_filtration,strontium,0.0,Waste Constituent Density,kg/m3,santa_barbara,baseline
577,cartridge_filtration,strontium,0.0,Inlet Constituent Total Mass,kg,santa_barbara,baseline
578,cartridge_filtration,strontium,0.0,Outlet Constituent Total Mass,kg,santa_barbara,baseline
579,cartridge_filtration,strontium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
580,cartridge_filtration,sulfate,2.681,Inlet Constituent Density,kg/m3,santa_barbara,baseline
581,cartridge_filtration,sulfate,2.682,Outlet Constituent Density,kg/m3,santa_barbara,baseline
582,cartridge_filtration,sulfate,0.268,Waste Constituent Density,kg/m3,santa_barbara,baseline
583,cartridge_filtration,sulfate,0.829,Inlet Constituent Total Mass,kg,santa_barbara,baseline
584,cartridge_filtration,sulfate,0.829,Outlet Constituent Total Mass,kg,santa_barbara,baseline
585,cartridge_filtration,sulfate,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
586,cartridge_filtration,tds,35.019,Inlet Constituent Density,kg/m3,santa_barbara,baseline
587,cartridge_filtration,tds,35.022,Outlet Constituent Density,kg/m3,santa_barbara,baseline
588,cartridge_filtration,tds,3.502,Waste Constituent Density,kg/m3,santa_barbara,baseline
589,cartridge_filtration,tds,10.821,Inlet Constituent Total Mass,kg,santa_barbara,baseline
590,cartridge_filtration,tds,10.821,Outlet Constituent Total Mass,kg,santa_barbara,baseline
591,cartridge_filtration,tds,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
592,reverse_osmosis,Electricity Intensity,5.483,Electricity,kwh/m3,santa_barbara,baseline
596,reverse_osmosis,Total Capital Investment (TCI),11.156,Cost,$MM,santa_barbara,baseline
597,reverse_osmosis,Catalysts and Chemicals,0.106,Annual Cost,$MM/yr,santa_barbara,baseline
598,reverse_osmosis,Electricity,2.036,Annual Cost,$MM/yr,santa_barbara,baseline
599,reverse_osmosis,Other Variable Operating,0.055,Annual Cost,$MM/yr,santa_barbara,baseline
605,reverse_osmosis,Fixed Operating,0.148,Annual Cost,$MM/yr,santa_barbara,baseline
608,reverse_osmosis,Annual O&M Costs,2.345,Annual Cost,$MM/yr,santa_barbara,baseline
609,reverse_osmosis,Inlet Water,0.309,Water Flow,m3/s,santa_barbara,baseline
610,reverse_osmosis,Outlet Water,0.155,Water Flow,m3/s,santa_barbara,baseline
611,reverse_osmosis,Waste Water,0.155,Water Flow,m3/s,santa_barbara,baseline
612,reverse_osmosis,bromide,0.066,Inlet Constituent Density,kg/m3,santa_barbara,baseline
613,reverse_osmosis,bromide,0.001,Outlet Constituent Density,kg/m3,santa_barbara,baseline
614,reverse_osmosis,bromide,0.132,Waste Constituent Density,kg/m3,santa_barbara,baseline
615,reverse_osmosis,bromide,0.02,Inlet Constituent Total Mass,kg,santa_barbara,baseline
616,reverse_osmosis,bromide,0.0,Outlet Constituent Total Mass,kg,santa_barbara,baseline
617,reverse_osmosis,bromide,0.02,Waste Constituent Total Mass,kg,santa_barbara,baseline
618,reverse_osmosis,calcium,0.41,Inlet Constituent Density,kg/m3,santa_barbara,baseline
619,reverse_osmosis,calcium,0.006,Outlet Constituent Density,kg/m3,santa_barbara,baseline
620,reverse_osmosis,calcium,0.812,Waste Constituent Density,kg/m3,santa_barbara,baseline
621,reverse_osmosis,calcium,0.127,Inlet Constituent Total Mass,kg,santa_barbara,baseline
622,reverse_osmosis,calcium,0.001,Outlet Constituent Total Mass,kg,santa_barbara,baseline
623,reverse_osmosis,calcium,0.126,Waste Constituent Total Mass,kg,santa_barbara,baseline
624,reverse_osmosis,chloride,19.174,Inlet Constituent Density,kg/m3,santa_barbara,baseline
625,reverse_osmosis,chloride,0.283,Outlet Constituent Density,kg/m3,santa_barbara,baseline
626,reverse_osmosis,chloride,38.006,Waste Constituent Density,kg/m3,santa_barbara,baseline
627,reverse_osmosis,chloride,5.924,Inlet Constituent Total Mass,kg,santa_barbara,baseline
628,reverse_osmosis,chloride,0.044,Outlet Constituent Total Mass,kg,santa_barbara,baseline
629,reverse_osmosis,chloride,5.881,Waste Constituent Total Mass,kg,santa_barbara,baseline
630,reverse_osmosis,magnesium,1.279,Inlet Constituent Density,kg/m3,santa_barbara,baseline
631,reverse_osmosis,magnesium,0.019,Outlet Constituent Density,kg/m3,santa_barbara,baseline
632,reverse_osmosis,magnesium,2.535,Waste Constituent Density,kg/m3,santa_barbara,baseline
633,reverse_osmosis,magnesium,0.395,Inlet Constituent Total Mass,kg,santa_barbara,baseline
634,reverse_osmosis,magnesium,0.003,Outlet Constituent Total Mass,kg,santa_barbara,baseline
635,reverse_osmosis,magnesium,0.392,Waste Constituent Total Mass,kg,santa_barbara,baseline
636,reverse_osmosis,potassium,0.396,Inlet Constituent Density,kg/m3,santa_barbara,baseline
637,reverse_osmosis,potassium,0.006,Outlet Constituent Density,kg/m3,santa_barbara,baseline
638,reverse_osmosis,potassium,0.784,Waste Constituent Density,kg/m3,santa_barbara,baseline
639,reverse_osmosis,potassium,0.122,Inlet Constituent Total Mass,kg,santa_barbara,baseline
640,reverse_osmosis,potassium,0.001,Outlet Constituent Total Mass,kg,santa_barbara,baseline
641,reverse_osmosis,potassium,0.121,Waste Constituent Total Mass,kg,santa_barbara,baseline
642,reverse_osmosis,sodium,10.686,Inlet Constituent Density,kg/m3,santa_barbara,baseline
643,reverse_osmosis,sodium,0.158,Outlet Constituent Density,kg/m3,santa_barbara,baseline
644,reverse_osmosis,sodium,21.181,Waste Constituent Density,kg/m3,santa_barbara,baseline
645,reverse_osmosis,sodium,3.302,Inlet Constituent Total Mass,kg,santa_barbara,baseline
646,reverse_osmosis,sodium,0.024,Outlet Constituent Total Mass,kg,santa_barbara,baseline
647,reverse_osmosis,sodium,3.277,Waste Constituent Total Mass,kg,santa_barbara,baseline
648,reverse_osmosis,strontium,0.001,Inlet Constituent Density,kg/m3,santa_barbara,baseline
649,reverse_osmosis,strontium,0.0,Outlet Constituent Density,kg/m3,santa_barbara,baseline
650,reverse_osmosis,strontium,0.003,Waste Constituent Density,kg/m3,santa_barbara,baseline
651,reverse_osmosis,strontium,0.0,Inlet Constituent Total Mass,kg,santa_barbara,baseline
652,reverse_osmosis,strontium,0.0,Outlet Constituent Total Mass,kg,santa_barbara,baseline
653,reverse_osmosis,strontium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
654,reverse_osmosis,sulfate,2.682,Inlet Constituent Density,kg/m3,santa_barbara,baseline
655,reverse_osmosis,sulfate,0.04,Outlet Constituent Density,kg/m3,santa_barbara,baseline
656,reverse_osmosis,sulfate,5.316,Waste Constituent Density,kg/m3,santa_barbara,baseline
657,reverse_osmosis,sulfate,0.829,Inlet Constituent Total Mass,kg,santa_barbara,baseline
658,reverse_osmosis,sulfate,0.006,Outlet Constituent Total Mass,kg,santa_barbara,baseline
659,reverse_osmosis,sulfate,0.822,Waste Constituent Total Mass,kg,santa_barbara,baseline
660,reverse_osmosis,tds,35.022,Inlet Constituent Density,kg/m3,santa_barbara,baseline
661,reverse_osmosis,tds,0.109,Outlet Constituent Density,kg/m3,santa_barbara,baseline
662,reverse_osmosis,tds,69.827,Waste Constituent Density,kg/m3,santa_barbara,baseline
663,reverse_osmosis,tds,10.821,Inlet Constituent Total Mass,kg,santa_barbara,baseline
664,reverse_osmosis,tds,0.017,Outlet Constituent Total Mass,kg,santa_barbara,baseline
665,reverse_osmosis,tds,10.804,Waste Constituent Total Mass,kg,santa_barbara,baseline
666,holding_tank_b,Electricity Intensity,0.0,Electricity,kwh/m3,santa_barbara,baseline
670,holding_tank_b,Total Capital Investment (TCI),0.545,Cost,$MM,santa_barbara,baseline
671,holding_tank_b,Catalysts and Chemicals,0.0,Annual Cost,$MM/yr,santa_barbara,baseline
672,holding_tank_b,Electricity,0.0,Annual Cost,$MM/yr,santa_barbara,baseline
673,holding_tank_b,Other Variable Operating,0.0,Annual Cost,$MM/yr,santa_barbara,baseline
679,holding_tank_b,Fixed Operating,0.007,Annual Cost,$MM/yr,santa_barbara,baseline
682,holding_tank_b,Annual O&M Costs,0.007,Annual Cost,$MM/yr,santa_barbara,baseline
683,holding_tank_b,Inlet Water,0.155,Water Flow,m3/s,santa_barbara,baseline
684,holding_tank_b,Outlet Water,0.155,Water Flow,m3/s,santa_barbara,baseline
685,holding_tank_b,Waste Water,0.0,Water Flow,m3/s,santa_barbara,baseline
686,holding_tank_b,bromide,0.001,Inlet Constituent Density,kg/m3,santa_barbara,baseline
687,holding_tank_b,bromide,0.001,Outlet Constituent Density,kg/m3,santa_barbara,baseline
688,holding_tank_b,bromide,0.001,Waste Constituent Density,kg/m3,santa_barbara,baseline
689,holding_tank_b,bromide,0.0,Inlet Constituent Total Mass,kg,santa_barbara,baseline
690,holding_tank_b,bromide,0.0,Outlet Constituent Total Mass,kg,santa_barbara,baseline
691,holding_tank_b,bromide,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
692,holding_tank_b,calcium,0.006,Inlet Constituent Density,kg/m3,santa_barbara,baseline
693,holding_tank_b,calcium,0.006,Outlet Constituent Density,kg/m3,santa_barbara,baseline
694,holding_tank_b,calcium,0.001,Waste Constituent Density,kg/m3,santa_barbara,baseline
695,holding_tank_b,calcium,0.001,Inlet Constituent Total Mass,kg,santa_barbara,baseline
696,holding_tank_b,calcium,0.001,Outlet Constituent Total Mass,kg,santa_barbara,baseline
697,holding_tank_b,calcium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
698,holding_tank_b,chloride,0.283,Inlet Constituent Density,kg/m3,santa_barbara,baseline
699,holding_tank_b,chloride,0.283,Outlet Constituent Density,kg/m3,santa_barbara,baseline
700,holding_tank_b,chloride,0.028,Waste Constituent Density,kg/m3,santa_barbara,baseline
701,holding_tank_b,chloride,0.044,Inlet Constituent Total Mass,kg,santa_barbara,baseline
702,holding_tank_b,chloride,0.044,Outlet Constituent Total Mass,kg,santa_barbara,baseline
703,holding_tank_b,chloride,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
704,holding_tank_b,magnesium,0.019,Inlet Constituent Density,kg/m3,santa_barbara,baseline
705,holding_tank_b,magnesium,0.019,Outlet Constituent Density,kg/m3,santa_barbara,baseline
706,holding_tank_b,magnesium,0.002,Waste Constituent Density,kg/m3,santa_barbara,baseline
707,holding_tank_b,magnesium,0.003,Inlet Constituent Total Mass,kg,santa_barbara,baseline
708,holding_tank_b,magnesium,0.003,Outlet Constituent Total Mass,kg,santa_barbara,baseline
709,holding_tank_b,magnesium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
710,holding_tank_b,potassium,0.006,Inlet Constituent Density,kg/m3,santa_barbara,baseline
711,holding_tank_b,potassium,0.006,Outlet Constituent Density,kg/m3,santa_barbara,baseline
712,holding_tank_b,potassium,0.001,Waste Constituent Density,kg/m3,santa_barbara,baseline
713,holding_tank_b,potassium,0.001,Inlet Constituent Total Mass,kg,santa_barbara,baseline
714,holding_tank_b,potassium,0.001,Outlet Constituent Total Mass,kg,santa_barbara,baseline
715,holding_tank_b,potassium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
716,holding_tank_b,sodium,0.158,Inlet Constituent Density,kg/m3,santa_barbara,baseline
717,holding_tank_b,sodium,0.158,Outlet Constituent Density,kg/m3,santa_barbara,baseline
718,holding_tank_b,sodium,0.016,Waste Constituent Density,kg/m3,santa_barbara,baseline
719,holding_tank_b,sodium,0.024,Inlet Constituent Total Mass,kg,santa_barbara,baseline
720,holding_tank_b,sodium,0.024,Outlet Constituent Total Mass,kg,santa_barbara,baseline
721,holding_tank_b,sodium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
722,holding_tank_b,strontium,0.0,Inlet Constituent Density,kg/m3,santa_barbara,baseline
723,holding_tank_b,strontium,0.0,Outlet Constituent Density,kg/m3,santa_barbara,baseline
724,holding_tank_b,strontium,0.001,Waste Constituent Density,kg/m3,santa_barbara,baseline
725,holding_tank_b,strontium,0.0,Inlet Constituent Total Mass,kg,santa_barbara,baseline
726,holding_tank_b,strontium,0.0,Outlet Constituent Total Mass,kg,santa_barbara,baseline
727,holding_tank_b,strontium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
728,holding_tank_b,sulfate,0.04,Inlet Constituent Density,kg/m3,santa_barbara,baseline
729,holding_tank_b,sulfate,0.04,Outlet Constituent Density,kg/m3,santa_barbara,baseline
730,holding_tank_b,sulfate,0.004,Waste Constituent Density,kg/m3,santa_barbara,baseline
731,holding_tank_b,sulfate,0.006,Inlet Constituent Total Mass,kg,santa_barbara,baseline
732,holding_tank_b,sulfate,0.006,Outlet Constituent Total Mass,kg,santa_barbara,baseline
733,holding_tank_b,sulfate,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
